id,home_team,away_team,league_id,league_name,season,match_date,match_id_api,home_score,away_score,result,home_possession,away_possession,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_xg,away_xg,odds_home,odds_draw,odds_away,data_source,created_at,updated_at
"dmFsbGVjYW5vX2dldGFm","Vallecano","Getafe",0,"La Liga","2025-2026","2026-01-02",,1,1,"D",,,,,,,,,,,,,,,,,2.05,2.9,4.5,"football-data.co.uk","2026-03-17T15:02:03.582766+00:00","2026-03-17T15:06:54.320874+00:00"
"b3Nhc3VuYV9hdGggYmls","Osasuna","Ath Bilbao",0,"La Liga","2025-2026","2026-01-03",,1,1,"D",,,,,,,,,,,,,,,,,3,2.9,2.63,"football-data.co.uk","2026-03-17T15:02:03.582766+00:00","2026-03-17T15:06:54.320874+00:00"
"ZWxjaGVfdmlsbGFycmVh","Elche","Villarreal",0,"La Liga","2025-2026","2026-01-03",,1,3,"A",,,,,,,,,,,,,,,,,3.2,3.5,2.2,"football-data.co.uk","2026-03-17T15:02:03.582766+00:00","2026-03-17T15:06:54.320874+00:00"
"ZXNwYW5vbF9iYXJjZWxv","Espanol","Barcelona",0,"La Liga","2025-2026","2026-01-03",,0,2,"A",,,,,,,,,,,,,,,,,5.25,4.75,1.5,"football-data.co.uk","2026-03-17T15:02:03.582766+00:00","2026-03-17T15:06:54.320874+00:00"
"c2V2aWxsYV9sZXZhbnRl","Sevilla","Levante",0,"La Liga","2025-2026","2026-01-04",,0,3,"A",,,,,,,,,,,,,,,,,1.75,3.6,4.75,"football-data.co.uk","2026-03-17T15:02:03.582766+00:00","2026-03-17T15:06:54.320874+00:00"
"cmVhbCBtYWRyaWRfYmV0","Real Madrid","Betis",0,"La Liga","2025-2026","2026-01-04",,5,1,"H",,,,,,,,,,,,,,,,,1.45,4.75,6.25,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:54.320874+00:00"
"YWxhdmVzX292aWVkb18y","Alaves","Oviedo",0,"La Liga","2025-2026","2026-01-04",,1,1,"D",,,,,,,,,,,,,,,,,1.9,3,5.25,"football-data.co.uk","2026-03-17T15:02:03.582766+00:00","2026-03-17T15:06:54.320874+00:00"
"bWFsbG9yY2FfZ2lyb25h","Mallorca","Girona",0,"La Liga","2025-2026","2026-01-04",,1,2,"A",,,,,,,,,,,,,,,,,2.25,3.2,3.4,"football-data.co.uk","2026-03-17T15:02:03.582766+00:00","2026-03-17T15:06:54.320874+00:00"
"Z2V0YWZlX3NvY2llZGFk","Getafe","Sociedad",0,"La Liga","2025-2026","2026-01-09",,1,2,"A",,,,,,,,,,,,,,,,,3.3,2.9,2.45,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:54.320874+00:00"
"b3ZpZWRvX2JldGlzXzIw","Oviedo","Betis",0,"La Liga","2025-2026","2026-01-10",,1,1,"D",,,,,,,,,,,,,,,,,4.2,3.5,1.91,"football-data.co.uk","2026-03-17T15:02:03.582766+00:00","2026-03-17T15:06:54.320874+00:00"
"dmlsbGFycmVhbF9hbGF2","Villarreal","Alaves",0,"La Liga","2025-2026","2026-01-10",,3,1,"H",,,,,,,,,,,,,,,,,1.45,4.33,7,"football-data.co.uk","2026-03-17T15:02:03.582766+00:00","2026-03-17T15:06:54.320874+00:00"
"Z2lyb25hX29zYXN1bmFf","Girona","Osasuna",0,"La Liga","2025-2026","2026-01-10",,1,0,"H",,,,,,,,,,,,,,,,,2.35,3.25,3.1,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:54.320874+00:00"
"dmFsZW5jaWFfZWxjaGVf","Valencia","Elche",0,"La Liga","2025-2026","2026-01-10",,1,1,"D",,,,,,,,,,,,,,,,,2.2,3.2,3.5,"football-data.co.uk","2026-03-17T15:02:03.582766+00:00","2026-03-17T15:06:54.320874+00:00"
"dmFsbGVjYW5vX21hbGxv","Vallecano","Mallorca",0,"La Liga","2025-2026","2026-01-11",,2,1,"H",,,,,,,,,,,,,,,,,1.91,3.3,4.33,"football-data.co.uk","2026-03-17T15:02:03.582766+00:00","2026-03-17T15:06:54.320874+00:00"
"bGV2YW50ZV9lc3Bhbm9s","Levante","Espanol",0,"La Liga","2025-2026","2026-01-11",,1,1,"D",,,,,,,,,,,,,,,,,3.1,3.3,2.35,"football-data.co.uk","2026-03-17T15:02:03.582766+00:00","2026-03-17T15:06:54.320874+00:00"
"c2V2aWxsYV9jZWx0YV8y","Sevilla","Celta",0,"La Liga","2025-2026","2026-01-12",,0,1,"A",,,,,,,,,,,,,,,,,2.6,3.3,2.75,"football-data.co.uk","2026-03-17T15:02:03.582766+00:00","2026-03-17T15:06:54.320874+00:00"
"ZXNwYW5vbF9naXJvbmFf","Espanol","Girona",0,"La Liga","2025-2026","2026-01-16",,0,2,"A",,,,,,,,,,,,,,,,,1.85,3.4,4.5,"football-data.co.uk","2026-03-17T15:02:03.582766+00:00","2026-03-17T15:06:54.320874+00:00"
"cmVhbCBtYWRyaWRfbGV2","Real Madrid","Levante",0,"La Liga","2025-2026","2026-01-17",,2,0,"H",,,,,,,,,,,,,,,,,1.17,8,15,"football-data.co.uk","2026-03-17T15:02:03.582766+00:00","2026-03-17T15:06:54.320874+00:00"
"bWFsbG9yY2FfYXRoIGJp","Mallorca","Ath Bilbao",0,"La Liga","2025-2026","2026-01-17",,3,2,"H",,,,,,,,,,,,,,,,,3.8,2.9,2.25,"football-data.co.uk","2026-03-17T15:02:03.582766+00:00","2026-03-17T15:06:54.320874+00:00"
"b3Nhc3VuYV9vdmllZG9f","Osasuna","Oviedo",0,"La Liga","2025-2026","2026-01-17",,3,2,"H",,,,,,,,,,,,,,,,,1.75,3.4,5.25,"football-data.co.uk","2026-03-17T15:02:03.582766+00:00","2026-03-17T15:06:54.320874+00:00"
"YmV0aXNfdmlsbGFycmVh","Betis","Villarreal",0,"La Liga","2025-2026","2026-01-17",,2,0,"H",,,,,,,,,,,,,,,,,2.6,3.5,2.63,"football-data.co.uk","2026-03-17T15:02:03.582766+00:00","2026-03-17T15:06:54.320874+00:00"
"Z2V0YWZlX3ZhbGVuY2lh","Getafe","Valencia",0,"La Liga","2025-2026","2026-01-18",,0,1,"A",,,,,,,,,,,,,,,,,2.55,2.75,3.4,"football-data.co.uk","2026-03-17T15:02:03.582766+00:00","2026-03-17T15:06:54.320874+00:00"
"YXRoIG1hZHJpZF9hbGF2","Ath Madrid","Alaves",0,"La Liga","2025-2026","2026-01-18",,1,0,"H",,,,,,,,,,,,,,,,,1.3,5.25,10,"football-data.co.uk","2026-03-17T15:02:03.582766+00:00","2026-03-17T15:06:54.320874+00:00"
"Y2VsdGFfdmFsbGVjYW5v","Celta","Vallecano",0,"La Liga","2025-2026","2026-01-18",,3,0,"H",,,,,,,,,,,,,,,,,2.05,3.2,4,"football-data.co.uk","2026-03-17T15:02:03.582766+00:00","2026-03-17T15:06:54.320874+00:00"
"c29jaWVkYWRfYmFyY2Vs","Sociedad","Barcelona",0,"La Liga","2025-2026","2026-01-18",,2,1,"H",,,,,,,,,,,,,,,,,5,4.5,1.55,"football-data.co.uk","2026-03-17T15:02:03.582766+00:00","2026-03-17T15:06:54.320874+00:00"
"ZWxjaGVfc2V2aWxsYV8y","Elche","Sevilla",0,"La Liga","2025-2026","2026-01-19",,2,2,"D",,,,,,,,,,,,,,,,,2.25,3.3,3.25,"football-data.co.uk","2026-03-17T15:02:03.582766+00:00","2026-03-17T15:06:54.320874+00:00"
"bGV2YW50ZV9lbGNoZV8y","Levante","Elche",0,"La Liga","2025-2026","2026-01-23",,3,2,"H",,,,,,,,,,,,,,,,,2.2,3.3,3.2,"football-data.co.uk","2026-03-17T15:02:03.582766+00:00","2026-03-17T15:06:54.320874+00:00"
"c2V2aWxsYV9hdGggYmls","Sevilla","Ath Bilbao",0,"La Liga","2025-2026","2026-01-24",,2,1,"H",,,,,,,,,,,,,,,,,2.88,3,2.63,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"dmlsbGFycmVhbF9yZWFs","Villarreal","Real Madrid",0,"La Liga","2025-2026","2026-01-24",,0,2,"A",,,,,,,,,,,,,,,,,3.4,3.9,2,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"YXRoIG1hZHJpZF9tYWxs","Ath Madrid","Mallorca",0,"La Liga","2025-2026","2026-01-25",,3,0,"H",,,,,,,,,,,,,,,,,1.3,5.25,10,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"YmFyY2Vsb25hX292aWVk","Barcelona","Oviedo",0,"La Liga","2025-2026","2026-01-25",,3,0,"H",,,,,,,,,,,,,,,,,1.11,10,19,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"c29jaWVkYWRfY2VsdGFf","Sociedad","Celta",0,"La Liga","2025-2026","2026-01-25",,3,1,"H",,,,,,,,,,,,,,,,,2,3.4,3.9,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"Z2lyb25hX2dldGFmZV8y","Girona","Getafe",0,"La Liga","2025-2026","2026-01-26",,1,1,"D",,,,,,,,,,,,,,,,,2.1,3,4.1,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"b3ZpZWRvX2dpcm9uYV8y","Oviedo","Girona",0,"La Liga","2025-2026","2026-01-31",,1,0,"H",,,,,,,,,,,,,,,,,2.75,3,2.75,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"b3Nhc3VuYV92aWxsYXJy","Osasuna","Villarreal",0,"La Liga","2025-2026","2026-01-31",,2,2,"D",,,,,,,,,,,,,,,,,2.75,3.3,2.55,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"bGV2YW50ZV9hdGggbWFk","Levante","Ath Madrid",0,"La Liga","2025-2026","2026-01-31",,0,0,"D",,,,,,,,,,,,,,,,,5.25,4,1.62,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"ZWxjaGVfYmFyY2Vsb25h","Elche","Barcelona",0,"La Liga","2025-2026","2026-01-31",,1,3,"A",,,,,,,,,,,,,,,,,7.5,5.75,1.33,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"YmV0aXNfdmFsZW5jaWFf","Betis","Valencia",0,"La Liga","2025-2026","2026-02-01",,2,1,"H",,,,,,,,,,,,,,,,,1.83,3.5,4.5,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"Z2V0YWZlX2NlbHRhXzIw","Getafe","Celta",0,"La Liga","2025-2026","2026-02-01",,0,0,"D",,,,,,,,,,,,,,,,,2.8,2.9,2.8,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"YXRoIGJpbGJhb19zb2Np","Ath Bilbao","Sociedad",0,"La Liga","2025-2026","2026-02-01",,1,1,"D",,,,,,,,,,,,,,,,,2.3,3.1,3.4,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"Y2VsdGFfb3Nhc3VuYV8y","Celta","Osasuna",0,"La Liga","2025-2026","2026-02-06",,1,2,"A",,,,,,,,,,,,,,,,,1.95,3.3,4.1,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"YmFyY2Vsb25hX21hbGxv","Barcelona","Mallorca",0,"La Liga","2025-2026","2026-02-07",,3,0,"H",,,,,,,,,,,,,,,,,1.14,9,15,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"c29jaWVkYWRfZWxjaGVf","Sociedad","Elche",0,"La Liga","2025-2026","2026-02-07",,3,1,"H",,,,,,,,,,,,,,,,,1.67,4,5,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"YWxhdmVzX2dldGFmZV8y","Alaves","Getafe",0,"La Liga","2025-2026","2026-02-08",,0,2,"A",,,,,,,,,,,,,,,,,2.3,2.8,3.9,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"YXRoIGJpbGJhb19sZXZh","Ath Bilbao","Levante",0,"La Liga","2025-2026","2026-02-08",,4,2,"H",,,,,,,,,,,,,,,,,1.62,3.9,6,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"YXRoIG1hZHJpZF9iZXRp","Ath Madrid","Betis",0,"La Liga","2025-2026","2026-02-08",,0,1,"A",,,,,,,,,,,,,,,,,1.48,4.75,6.25,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"dmFsZW5jaWFfcmVhbCBt","Valencia","Real Madrid",0,"La Liga","2025-2026","2026-02-08",,0,2,"A",,,,,,,,,,,,,,,,,5.25,4.75,1.55,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"dmlsbGFycmVhbF9lc3Bh","Villarreal","Espanol",0,"La Liga","2025-2026","2026-02-09",,4,1,"H",,,,,,,,,,,,,,,,,1.7,4.33,4.33,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"ZWxjaGVfb3Nhc3VuYV8y","Elche","Osasuna",0,"La Liga","2025-2026","2026-02-13",,0,0,"D",,,,,,,,,,,,,,,,,2.7,3.3,2.55,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"ZXNwYW5vbF9jZWx0YV8y","Espanol","Celta",0,"La Liga","2025-2026","2026-02-14",,2,2,"D",,,,,,,,,,,,,,,,,2.35,3.2,3,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"Z2V0YWZlX3ZpbGxhcnJl","Getafe","Villarreal",0,"La Liga","2025-2026","2026-02-14",,2,1,"H",,,,,,,,,,,,,,,,,3.25,3.1,2.25,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"c2V2aWxsYV9hbGF2ZXNf","Sevilla","Alaves",0,"La Liga","2025-2026","2026-02-14",,1,1,"D",,,,,,,,,,,,,,,,,2.1,3.1,3.6,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"cmVhbCBtYWRyaWRfc29j","Real Madrid","Sociedad",0,"La Liga","2025-2026","2026-02-14",,4,1,"H",,,,,,,,,,,,,,,,,1.33,5.25,8,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"b3ZpZWRvX2F0aCBiaWxi","Oviedo","Ath Bilbao",0,"La Liga","2025-2026","2026-02-15",,1,2,"A",,,,,,,,,,,,,,,,,3.6,3.1,2.15,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"bGV2YW50ZV92YWxlbmNp","Levante","Valencia",0,"La Liga","2025-2026","2026-02-15",,0,2,"A",,,,,,,,,,,,,,,,,2.63,3.25,2.6,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"bWFsbG9yY2FfYmV0aXNf","Mallorca","Betis",0,"La Liga","2025-2026","2026-02-15",,1,2,"A",,,,,,,,,,,,,,,,,2.88,3.2,2.45,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"bGV2YW50ZV92aWxsYXJy","Levante","Villarreal",0,"La Liga","2025-2026","2026-02-18",,0,1,"A",,,,,,,,,,,,,,,,,4,4,1.8,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"YXRoIGJpbGJhb19lbGNo","Ath Bilbao","Elche",0,"La Liga","2025-2026","2026-02-20",,2,1,"H",,,,,,,,,,,,,,,,,1.67,3.8,5.25,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"c29jaWVkYWRfb3ZpZWRv","Sociedad","Oviedo",0,"La Liga","2025-2026","2026-02-21",,3,3,"D",,,,,,,,,,,,,,,,,1.48,3.9,7.5,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"YmV0aXNfdmFsbGVjYW5v","Betis","Vallecano",0,"La Liga","2025-2026","2026-02-21",,1,1,"D",,,,,,,,,,,,,,,,,1.9,3.4,4.33,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"b3Nhc3VuYV9yZWFsIG1h","Osasuna","Real Madrid",0,"La Liga","2025-2026","2026-02-21",,2,1,"H",,,,,,,,,,,,,,,,,4.75,4,1.7,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"Z2V0YWZlX3NldmlsbGFf","Getafe","Sevilla",0,"La Liga","2025-2026","2026-02-22",,0,1,"A",,,,,,,,,,,,,,,,,2.35,2.9,3.5,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"YmFyY2Vsb25hX2xldmFu","Barcelona","Levante",0,"La Liga","2025-2026","2026-02-22",,3,0,"H",,,,,,,,,,,,,,,,,1.11,11,15,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"Y2VsdGFfbWFsbG9yY2Ff","Celta","Mallorca",0,"La Liga","2025-2026","2026-02-22",,2,0,"H",,,,,,,,,,,,,,,,,1.83,3.5,4.5,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"dmlsbGFycmVhbF92YWxl","Villarreal","Valencia",0,"La Liga","2025-2026","2026-02-22",,2,1,"H",,,,,,,,,,,,,,,,,1.7,4,4.5,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"YWxhdmVzX2dpcm9uYV8y","Alaves","Girona",0,"La Liga","2025-2026","2026-02-23",,2,2,"D",,,,,,,,,,,,,,,,,2.3,3,3.5,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"bGV2YW50ZV9hbGF2ZXNf","Levante","Alaves",0,"La Liga","2025-2026","2026-02-27",,2,0,"H",,,,,,,,,,,,,,,,,2.63,3.1,2.8,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"dmFsbGVjYW5vX2F0aCBi","Vallecano","Ath Bilbao",0,"La Liga","2025-2026","2026-02-28",,1,1,"D",,,,,,,,,,,,,,,,,2.4,3.1,3.2,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"YmFyY2Vsb25hX3ZpbGxh","Barcelona","Villarreal",0,"La Liga","2025-2026","2026-02-28",,4,1,"H",,,,,,,,,,,,,,,,,1.3,6.5,7,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"b3ZpZWRvX2F0aCBtYWRy","Oviedo","Ath Madrid",0,"La Liga","2025-2026","2026-02-28",,0,1,"A",,,,,,,,,,,,,,,,,5.75,3.6,1.67,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"ZWxjaGVfZXNwYW5vbF8y","Elche","Espanol",0,"La Liga","2025-2026","2026-03-01",,2,2,"D",,,,,,,,,,,,,,,,,2.38,3.3,3,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"YmV0aXNfc2V2aWxsYV8y","Betis","Sevilla",0,"La Liga","2025-2026","2026-03-01",,2,2,"D",,,,,,,,,,,,,,,,,1.75,3.8,4.5,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"cmVhbCBtYWRyaWRfZ2V0","Real Madrid","Getafe",0,"La Liga","2025-2026","2026-03-02",,0,1,"A",,,,,,,,,,,,,,,,,1.3,5.5,10,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"dmFsbGVjYW5vX292aWVk","Vallecano","Oviedo",0,"La Liga","2025-2026","2026-03-04",,3,0,"H",,,,,,,,,,,,,,,,,1.67,3.75,5.25,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"bGV2YW50ZV9naXJvbmFf","Levante","Girona",0,"La Liga","2025-2026","2026-03-07",,1,1,"D",,,,,,,,,,,,,,,,,2.8,3.4,2.45,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"YXRoIG1hZHJpZF9zb2Np","Ath Madrid","Sociedad",0,"La Liga","2025-2026","2026-03-07",,3,2,"H",,,,,,,,,,,,,,,,,1.62,3.9,5.25,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"YXRoIGJpbGJhb19iYXJj","Ath Bilbao","Barcelona",0,"La Liga","2025-2026","2026-03-07",,0,1,"A",,,,,,,,,,,,,,,,,4.75,4.5,1.62,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"dmlsbGFycmVhbF9lbGNo","Villarreal","Elche",0,"La Liga","2025-2026","2026-03-08",,2,1,"H",,,,,,,,,,,,,,,,,1.5,4.5,6,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"Z2V0YWZlX2JldGlzXzIw","Getafe","Betis",0,"La Liga","2025-2026","2026-03-08",,2,0,"H",,,,,,,,,,,,,,,,,2.8,2.9,2.8,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"c2V2aWxsYV92YWxsZWNh","Sevilla","Vallecano",0,"La Liga","2025-2026","2026-03-08",,1,1,"D",,,,,,,,,,,,,,,,,2.55,3.1,3,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"dmFsZW5jaWFfYWxhdmVz","Valencia","Alaves",0,"La Liga","2025-2026","2026-03-08",,3,2,"H",,,,,,,,,,,,,,,,,2.05,3.1,4.1,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"ZXNwYW5vbF9vdmllZG9f","Espanol","Oviedo",0,"La Liga","2025-2026","2026-03-09",,1,1,"D",,,,,,,,,,,,,,,,,1.85,3.4,4.33,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"YWxhdmVzX3ZpbGxhcnJl","Alaves","Villarreal",0,"La Liga","2025-2026","2026-03-13",,1,1,"D",,,,,,,,,,,,,,,,,3.25,3.4,2.2,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"YXRoIG1hZHJpZF9nZXRh","Ath Madrid","Getafe",0,"La Liga","2025-2026","2026-03-14",,1,0,"H",,,,,,,,,,,,,,,,,1.57,3.8,6.5,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"b3ZpZWRvX3ZhbGVuY2lh","Oviedo","Valencia",0,"La Liga","2025-2026","2026-03-14",,1,0,"H",,,,,,,,,,,,,,,,,2.88,3.2,2.55,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"cmVhbCBtYWRyaWRfZWxj","Real Madrid","Elche",0,"La Liga","2025-2026","2026-03-14",,4,1,"H",,,,,,,,,,,,,,,,,1.33,5.5,7.5,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"bWFsbG9yY2FfZXNwYW5v","Mallorca","Espanol",0,"La Liga","2025-2026","2026-03-15",,2,1,"H",,,,,,,,,,,,,,,,,2.3,3.2,3.3,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"YmFyY2Vsb25hX3Nldmls","Barcelona","Sevilla",0,"La Liga","2025-2026","2026-03-15",,5,2,"H",,,,,,,,,,,,,,,,,1.25,6.5,10,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:54.594654+00:00"
"YmV0aXNfY2VsdGFfMjAy","Betis","Celta",0,"La Liga","2025-2026","2026-03-15",,1,1,"D",,,,,,,,,,,,,,,,,2.2,3.3,3.4,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"c29jaWVkYWRfb3Nhc3Vu","Sociedad","Osasuna",0,"La Liga","2025-2026","2026-03-15",,3,1,"H",,,,,,,,,,,,,,,,,1.83,3.5,4.33,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"dmFsbGVjYW5vX2xldmFu","Vallecano","Levante",0,"La Liga","2025-2026","2026-03-16",,1,1,"D",,,,,,,,,,,,,,,,,1.7,3.75,5,"football-data.co.uk","2026-03-17T15:02:03.950594+00:00","2026-03-17T15:06:54.594654+00:00"
"aGVpZGVuaGVpbV9kb3J0","Heidenheim","Dortmund",0,"Bundesliga","2025-2026","2025-09-13",,0,2,"A",,,,,,,,,,,,,,,,,5.5,4.5,1.55,"football-data.co.uk","2026-03-17T15:02:05.167798+00:00","2026-03-17T15:06:55.508587+00:00"
"bWFpbnpfcmIgbGVpcHpp","Mainz","RB Leipzig",0,"Bundesliga","2025-2026","2025-09-13",,0,1,"A",,,,,,,,,,,,,,,,,2.55,3.6,2.63,"football-data.co.uk","2026-03-17T15:02:05.167798+00:00","2026-03-17T15:06:55.508587+00:00"
"dW5pb24gYmVybGluX2hv","Union Berlin","Hoffenheim",0,"Bundesliga","2025-2026","2025-09-13",,2,4,"A",,,,,,,,,,,,,,,,,2.6,3.4,2.7,"football-data.co.uk","2026-03-17T15:02:05.167798+00:00","2026-03-17T15:06:55.508587+00:00"
"d29sZnNidXJnX2ZjIGtv","Wolfsburg","FC Koln",0,"Bundesliga","2025-2026","2025-09-13",,3,3,"D",,,,,,,,,,,,,,,,,1.95,3.5,3.9,"football-data.co.uk","2026-03-17T15:02:05.167798+00:00","2026-03-17T15:06:55.508587+00:00"
"c3QgcGF1bGlfYXVnc2J1","St Pauli","Augsburg",0,"Bundesliga","2025-2026","2025-09-14",,2,1,"H",,,,,,,,,,,,,,,,,2.2,3.4,3.3,"football-data.co.uk","2026-03-17T15:02:05.167798+00:00","2026-03-17T15:06:55.508587+00:00"
"aGFtYnVyZ19oZWlkZW5o","Hamburg","Heidenheim",0,"Bundesliga","2025-2026","2025-09-20",,2,1,"H",,,,,,,,,,,,,,,,,2.05,3.6,3.5,"football-data.co.uk","2026-03-17T15:02:05.167798+00:00","2026-03-17T15:06:55.508587+00:00"
"aG9mZmVuaGVpbV9iYXll","Hoffenheim","Bayern Munich",0,"Bundesliga","2025-2026","2025-09-20",,1,4,"A",,,,,,,,,,,,,,,,,7,6,1.33,"football-data.co.uk","2026-03-17T15:01:54.892469+00:00","2026-03-17T15:06:55.508587+00:00"
